label,message
spam,"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+"
ham,Not yet chikku..wat abt u?
spam,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
ham,Am slow in using biola's fne
ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
ham,"Nope, I'm still in the market"
ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ worth tonight if possible
ham,Ugh hopefully the asus ppl dont randomly do a reformat.
ham,I have gone into get info bt dont know what to do
ham,Hey! There's veggie pizza... :/
ham,K..i deleted my contact that why?
ham,Am i that much bad to avoid like this?
ham,You should get more chicken broth if you want ramen unless there's some I don't know about
ham,Its just the effect of irritation. Just ignore it
ham,m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla
ham,Thanx 4 sending me home...
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
ham,Ok i also wan 2 watch e 9 pm show...
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
ham,"Sorry, I'll call later"
ham,I had it already..sabarish asked me to go..
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me"
ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!"
ham,Aiyah u did ok already lar. E nydc at wheellock?
ham,Sounds like something that someone testing me would sayy
ham,Give one miss from that number please
ham,Ok anyway no need to change with what you said
ham,I am joining today formally.Pls keep praying.will talk later.
ham,Early bird! Any purchases yet?
spam,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea"
ham,K I'll take care of it
ham,Oh k.i think most of wi and nz players unsold.
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
ham,Tell where you reached
ham,Hi ....My engagement has been fixd on th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
ham,"Sorry, was in the bathroom, sup"
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
ham,Ranjith cal drpd Deeraj and deepak 5min hold
spam,URGENT! We are trying to contact U Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
ham,I uploaded mine to Facebook
ham,"Sorry, I'll call later"
ham,"Coffee cake, i guess..."
ham,All done? All handed in? Celebrations in full swing yet?
ham,I asked you to call him now ok
ham,Hey what happen de. Are you alright.
ham,Okie.. Thanx..
spam,SMS. ac sun0819 posts HELLO:\You seem cool
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
ham,Already one guy loving you:-.
ham,"I'll see, but prolly yeah"
ham,Po de :-):):-):-):-). No need job aha.
ham,"Yo, you around? Just got my car back"
ham,"Sorry, I'll call later"
ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
ham,U sure u can't take any sick time?
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04
ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me
ham,Did u got that persons story
ham,Da is good good player.why he is unsold.
ham,I guess it is useless calling u 4 something important.
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
ham,Yeah my usual guy's out of town but there're definitely people around I know
ham,Great escape. I fancy the bridge but needs her lager. See you tomo
ham,"How long before you get reply, just defer admission til next semester"
ham,Hello- thanx for taking that call. I got a job! Starts on monday!
ham,What you doing?how are you?
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else...."
ham,Also where's the piece
ham,"Pls send me a comprehensive mail about who i'm paying, when and how much."
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
ham,As in different styles?
ham,Stupid auto correct on my phone
ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?"
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)"
ham,Ok.ok ok..then..whats ur todays plan
spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen for ages, yeah we should get together sometime!"
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,You see the requirements please
ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
ham,At home also.
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)"
ham,What Today-sunday..sunday is holiday..so no work..
ham,I am on the way to ur home
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up..."
ham,Black shirt n blue jeans... I thk i c Ì_...
ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.
ham,I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?
ham,He says hi and to get your ass back to south tampa (preferably at a kegger)
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
ham,Both :) i shoot big loads so get ready!
ham,"I prefer my free days... Tues, wed, fri oso can... ÌÏ ask those workin lor..."
ham,I AM AT A PARTY WITH ALEX NICHOLS
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
ham,Just hopeing that wasn‰Û÷t too pissed up to remember and has gone off to his sisters or something!
ham,"I didnt get ur full msg..sometext is missing, send it again"
ham,Mine here like all fr china then so noisy.
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
ham,"Goodmorning, today i am late for 1hr."
ham,Want to finally have lunch today?
ham,So Ì_ pay first lar... Then when is da stock comin...
ham,"Sorry, went to bed early, nightnight"
ham,"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
ham,If I was I wasn't paying attention
ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight."
ham,Lol for real. She told my dad I have cancer
ham,Loosu go to hospital. De dont let it careless.
spam,Filthy stories and GIRLS waiting for your
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
ham,"Nope. Since ayo travelled, he has forgotten his guy"
ham,Whom you waited for yesterday
ham,Well i know Z will take care of me. So no worries.
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. .."""
ham,U can call me now...
ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or å£1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH."
ham,"Geeeee ... Your internet is really bad today, eh ?"
ham,2 and half years i missed your friendship:-)
ham,2mro i am not coming to gym machan. Goodnight.
ham,Anything lor. Juz both of us lor.
ham,Check audrey's status right now
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
ham,I liked the new mobile
ham,"I know where the is, I'll be there around 5"
ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier."
ham,Hi kindly give us back our documents which we submitted for loan from STAPATI
ham,I like dis sweater fr mango but no more my size already so irritating.
ham,"Hi Chikku, send some nice msgs"
ham,K.:)do it at evening da:)urgent:)
spam,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-("
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
ham,K then 2marrow are you coming to class.
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
ham,Ok thanx...
ham,Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay."
ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend."
